Wolf IV;//name---------------------------------------Player
      6.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 3 unit of weapons
      29.000000;//parameter1
      3.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4  
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 7 then
      22.000000;//condition parameter0
      7.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 1 unit of slaves
      31.000000;//parameter1
      1.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4  
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 8 then
      22.000000;//condition parameter0
      8.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 2 unit of slaves
      31.000000;//parameter1
      2.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4  
    end_effects;
  end_death_block;
  begin_hit_block;//
 begin_conditions;
  end_conditions;
    begin_effects;
    46;//effect number
      0.000000;//parameter1
      0.000000;//parameter2
      25000.000000;//parameter3
      -1.000000;//parameter4
    end_effects;
  end_hit_block;
  begin_timed_block;//
50;//interval in milliseconds----------------fire
    begin_conditions;
    end_conditions;
    begin_effects;
    27;//effect number
      13.000000;//parameter1
      60.000000;//parameter2
      0.010000;//parameter3
      0.020000;//parameter4
    end_effects;
  300;//interval in milliseconds -----realistic combat
    begin_conditions;
    8;//condition
      2.000000;//condition parameter0
      0.000000;//condition parameter1       
    15;//condition
      150.000000;//condition parameter0
      0.000000;//condition parameter1      
    end_conditions;
    begin_effects;
    46;//effect number
      0.000000;//parameter1
      19.000000;//parameter2
      500.000000;//parameter3
      -1.000000;//parameter4
    27;//effect number
      6.000000;//parameter1
      50.000000;//parameter2
      1.300000;//parameter3
      1.700000;//parameter4 
    end_effects;
  5000;//interval in milliseconds      --------assign random value to supplies drop bar
    begin_conditions;//  
    end_conditions;
    begin_effects;
    63;//effect number
      0.000000;//parameter1
      10.000000;//parameter2
      22.000000;//parameter3
      0.000000;//parameter4
    end_effects;
  end_timed_block;
  begin_specialties;//
  health;//description
    0;//number
    4.000000;//parameter0
    0.000000;//parameter1
    250.000000;//parameter2
    250.000000;//parameter3
shield;//description
    0;//number
    8.000000;//parameter0
    0.000000;//parameter1
    100000.000000;//parameter2
    100000.000000;//parameter3
  supplies drop counter;//description
    0;//number
    22.000000;//parameter0
    -1.000000;//parameter1
    10.000000;//parameter2
    10.000000;//parameter3
  fly;//description
    4;//number
    1.000000;//parameter0
    1.000000;//parameter1
    0.000000;//parameter2
    1.000000;//parameter3
  end_specialties;
Green Wazzal ship;//name---------------------------------------
  47;//identifier
  6;//class
  greenwazzal.png;//texture
  2;//draw layer
  -2;//corpse item number in items.dat, -1=nothing, -2=whole corpse vanishes when dead
  0;//corpse item amount
  0;//attack type, 0=shooting attack, 1=close combat
  21;//particle to show on radar, -1=none
  25;//primary AI tactic from AI_tactic.dat
  25;//secondary AI tactic from AI_tactic.dat
  53;//footstep particle from particles.dat
  0;//die after how many seconds, 0=doesn't die
  -1;//eat item number from items.dat, -1=nothing
  1.150000;//creature size
  200.000000;//creature weight (affects pushing)
  1.500000;//maximum movement speed
  0.500000;//minimum movement speed
 10.000000;//leg animation speed
  0.170000;//turn speed
  0.040000;//inertia level (acceleration/deceleration)
  0;//hide when behind walls
  54;//weapon number
  0.000000;//weapon_x
  0.000000;//weapon_y
  2;//blood particle
  1;//bars visible when player hovers mouse on top
  1.000000;//death animation speed
  1;//creature can move from area to another
  900.000000;//AI hear range
  500.000000;//AI see range
  6.000000;//AI see angle
  begin_footstep_sounds;//
  none.wav;//      
  end_footstep_sounds;
  begin_hit_sounds;//
  none.wav;//  
  end_hit_sounds;
  begin_die_sounds;//
  explosion1.wav;
  explosion2.wav;
  end_die_sounds;
  begin_eat_block;//
  end_eat_block;
  begin_death_block;//
  0;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    end_conditions;
    begin_effects;
    26;//effect number--------------------fire/explosion
      24.000000;//parameter1
      50.000000;//parameter2
      10.000000;//parameter3
      0.000000;//parameter4
44;//effect number--------------------reduce pp
      -2.000000;//parameter1
      1.000000;//parameter2
      9.000000;//parameter3
      0.000000;//parameter4      
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 0 then
      22.000000;//condition parameter0
      0.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 1 unit of drugs
      27.000000;//parameter1
      1.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4    
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 1 then
      22.000000;//condition parameter0
      1.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 2 unit of drugs
      27.000000;//parameter1
      2.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4    
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 2 then
      22.000000;//condition parameter0
      2.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 3 unit of drugs
      27.000000;//parameter1
      3.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4    
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 3 then
      22.000000;//condition parameter0
      3.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 4 unit of drugs
      27.000000;//parameter1
      4.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 4 then
      22.000000;//condition parameter0
      4.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 1 unit of weapons
      29.000000;//parameter1
      1.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4   
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 5 then
      22.000000;//condition parameter0
      5.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 2 unit of weapons
      29.000000;//parameter1
      2.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4 
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 6 then
      22.000000;//condition parameter0
      6.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 3 unit of weapons
      29.000000;//parameter1
      3.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4  
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 7 then
      22.000000;//condition parameter0
      7.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 1 unit of slaves
      31.000000;//parameter1
      1.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4  
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 8 then
      22.000000;//condition parameter0
      8.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 2 unit of slaves
      31.000000;//parameter1
      2.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4  
    end_effects;
  end_death_block;
  begin_hit_block;//
 begin_conditions;
  end_conditions;
    begin_effects;
    46;//effect number
      0.000000;//parameter1
      0.000000;//parameter2
      25000.000000;//parameter3
      -1.000000;//parameter4
    end_effects;
  end_hit_block;
  begin_timed_block;//
50;//interval in milliseconds----------------fire
    begin_conditions;
    end_conditions;
    begin_effects;
    27;//effect number
      13.000000;//parameter1
      60.000000;//parameter2
      0.010000;//parameter3
      0.020000;//parameter4
    end_effects;
  300;//interval in milliseconds -----realistic combat
    begin_conditions;
    8;//condition
      2.000000;//condition parameter0
      0.000000;//condition parameter1       
    15;//condition
      150.000000;//condition parameter0
      0.000000;//condition parameter1      
    end_conditions;
    begin_effects;
    46;//effect number
      0.000000;//parameter1
      19.000000;//parameter2
      500.000000;//parameter3
      -1.000000;//parameter4
    27;//effect number
      6.000000;//parameter1
      50.000000;//parameter2
      1.300000;//parameter3
      1.700000;//parameter4 
    end_effects;
  5000;//interval in milliseconds      --------assign random value to supplies drop bar
    begin_conditions;//  
    end_conditions;
    begin_effects;
    63;//effect number
      0.000000;//parameter1
      12.000000;//parameter2
      22.000000;//parameter3
      0.000000;//parameter4
    end_effects;
  end_timed_block;
  begin_specialties;//
  health;//description
    0;//number
    4.000000;//parameter0
    0.000000;//parameter1
    250.000000;//parameter2
    250.000000;//parameter3
shield;//description
    0;//number
    8.000000;//parameter0
    0.000000;//parameter1
    100000.000000;//parameter2
    100000.000000;//parameter3
  supplies drop counter;//description
    0;//number
    22.000000;//parameter0
    -1.000000;//parameter1
    12.000000;//parameter2
    12.000000;//parameter3
  fly;//description
    4;//number
    1.000000;//parameter0
    1.000000;//parameter1
    0.000000;//parameter2
    1.000000;//parameter3
  end_specialties;
Yellow Wazzal ship;//name---------------------------------------
  48;//identifier
 6;//class
  yellowwazzal.png;//texture
  2;//draw layer
  -2;//corpse item number in items.dat, -1=nothing, -2=whole corpse vanishes when dead
  0;//corpse item amount
  0;//attack type, 0=shooting attack, 1=close combat
  21;//particle to show on radar, -1=none
  25;//primary AI tactic from AI_tactic.dat
  25;//secondary AI tactic from AI_tactic.dat
 16;//footstep particle from particles.dat
  0;//die after how many seconds, 0=doesn't die
  -1;//eat item number from items.dat, -1=nothing
  1.400000;//creature size
  200.000000;//creature weight (affects pushing)
  1.100000;//maximum movement speed
  0.500000;//minimum movement speed
  0.000000;//leg animation speed
  0.290000;//turn speed
  0.040000;//inertia level (acceleration/deceleration)
  0;//hide when behind walls
  55;//weapon number
  0.000000;//weapon_x
  0.000000;//weapon_y
  2;//blood particle
  1;//bars visible when player hovers mouse on top
  1.000000;//death animation speed
  1;//creature can move from area to another
  900.000000;//AI hear range
  500.000000;//AI see range
  6.000000;//AI see angle
  begin_footstep_sounds;//
  none.wav;//      
  end_footstep_sounds;
  begin_hit_sounds;//
  none.wav;//  
  end_hit_sounds;
  begin_die_sounds;//
  explosion1.wav;
  explosion2.wav;
  end_die_sounds;
  begin_eat_block;//
  end_eat_block;
  begin_death_block;//
  0;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    end_conditions;
    begin_effects;
    26;//effect number--------------------fire/explosion
      24.000000;//parameter1
      50.000000;//parameter2
      10.000000;//parameter3
      0.000000;//parameter4  
44;//effect number--------------------reduce pp
      -2.000000;//parameter1
      1.000000;//parameter2
      9.000000;//parameter3
      0.000000;//parameter4    
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 0 then
      22.000000;//condition parameter0
      0.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 1 unit of drugs
      27.000000;//parameter1
      1.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4    
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 1 then
      22.000000;//condition parameter0
      1.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 2 unit of drugs
      27.000000;//parameter1
      2.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4    
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 2 then
      22.000000;//condition parameter0
      2.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 3 unit of drugs
      27.000000;//parameter1
      3.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4    
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 3 then
      22.000000;//condition parameter0
      3.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 4 unit of drugs
      27.000000;//parameter1
      4.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 4 then
      22.000000;//condition parameter0
      4.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 1 unit of weapons
      29.000000;//parameter1
      1.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4   
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 5 then
      22.000000;//condition parameter0
      5.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 2 unit of weapons
      29.000000;//parameter1
      2.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4 
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 6 then
      22.000000;//condition parameter0
      6.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 3 unit of weapons
      29.000000;//parameter1
      3.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4  
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 7 then
      22.000000;//condition parameter0
      7.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 1 unit of slaves
      31.000000;//parameter1
      1.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4  
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 8 then
      22.000000;//condition parameter0
      8.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 2 unit of slaves
      31.000000;//parameter1
      2.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4  
    end_effects;
  end_death_block;
  begin_hit_block;//
 begin_conditions;
  end_conditions;
    begin_effects;
    46;//effect number
      0.000000;//parameter1
      0.000000;//parameter2
      25000.000000;//parameter3
      -1.000000;//parameter4
    end_effects;
  end_hit_block;
  begin_timed_block;//
50;//interval in milliseconds----------------fire
    begin_conditions;
    end_conditions;
    begin_effects;
    27;//effect number
      13.000000;//parameter1
      60.000000;//parameter2
      0.010000;//parameter3
      0.020000;//parameter4
    end_effects;
  300;//interval in milliseconds -----realistic combat
    begin_conditions;
    8;//condition
      2.000000;//condition parameter0
      0.000000;//condition parameter1       
    15;//condition
      150.000000;//condition parameter0
      0.000000;//condition parameter1      
    end_conditions;
    begin_effects;
    46;//effect number
      0.000000;//parameter1
      19.000000;//parameter2
      500.000000;//parameter3
      -1.000000;//parameter4
    27;//effect number
      6.000000;//parameter1
      50.000000;//parameter2
      1.300000;//parameter3
      1.700000;//parameter4 
    end_effects;
  350;//interval in milliseconds      --------secondary laser
    begin_conditions;
    14;//condition
      0.000000;//condition parameter0
      350.000000;//condition parameter1  
0//condition
      106.000000;//condition parameter0
      0.000000;//condition parameter1
0;//condition
      132.000000;//condition parameter0
      1.000000;//condition parameter1          
    end_conditions;
    begin_effects;
    24;//effect number
      56.000000;//parameter1
      1.000000;//parameter2
      1.000000;//parameter3
      0.000000;//parameter4
    end_effects;
  5000;//interval in milliseconds      --------assign random value to supplies drop bar
    begin_conditions;//  
    end_conditions;
    begin_effects;
    63;//effect number
      0.000000;//parameter1
      10.000000;//parameter2
      22.000000;//parameter3
      0.000000;//parameter4
    end_effects;
  end_timed_block;
  begin_specialties;//
  health;//description
    0;//number
    4.000000;//parameter0
    0.000000;//parameter1
    350.000000;//parameter2
    350.000000;//parameter3
shield;//description
    0;//number
    8.000000;//parameter0
    0.000000;//parameter1
    100000.000000;//parameter2
    100000.000000;//parameter3
  supplies drop counter;//description
    0;//number
    22.000000;//parameter0
    -1.000000;//parameter1
    10.000000;//parameter2
    10.000000;//parameter3
  fly;//description
    4;//number
    1.000000;//parameter0
    1.000000;//parameter1
    0.000000;//parameter2
    1.000000;//parameter3
  end_specialties;
Silver Wazzal ship;//name---------------------------------------
  49;//identifier
 6;//class
  silverwazzal.png;//texture
  2;//draw layer
  -2;//corpse item number in items.dat, -1=nothing, -2=whole corpse vanishes when dead
  0;//corpse item amount
  0;//attack type, 0=shooting attack, 1=close combat
  21;//particle to show on radar, -1=none
  25;//primary AI tactic from AI_tactic.dat
  25;//secondary AI tactic from AI_tactic.dat
  -1;//footstep particle from particles.dat
  0;//die after how many seconds, 0=doesn't die
  -1;//eat item number from items.dat, -1=nothing
  1.400000;//creature size
  200.000000;//creature weight (affects pushing)
  1.600000;//maximum movement speed
  0.100000;//minimum movement speed
  0.000000;//leg animation speed
  0.100000;//turn speed
  0.040000;//inertia level (acceleration/deceleration)
  0;//hide when behind walls
  55;//weapon number
  0.000000;//weapon_x
  0.000000;//weapon_y
  2;//blood particle
  1;//bars visible when player hovers mouse on top
  1.000000;//death animation speed
  1;//creature can move from area to another
  900.000000;//AI hear range
  500.000000;//AI see range
  6.000000;//AI see angle
  begin_footstep_sounds;//
  none.wav;//      
  end_footstep_sounds;
  begin_hit_sounds;//
  none.wav;//  
  end_hit_sounds;
  begin_die_sounds;//
  explosion1.wav;
  explosion2.wav;
  end_die_sounds;
  begin_eat_block;//
  end_eat_block;
  begin_death_block;//
  0;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    end_conditions;
    begin_effects;
    26;//effect number--------------------fire/explosion
      24.000000;//parameter1
      50.000000;//parameter2
      10.000000;//parameter3
      0.000000;//parameter4   
44;//effect number--------------------reduce pp
      -2.000000;//parameter1
      1.000000;//parameter2
      9.000000;//parameter3
      0.000000;//parameter4    
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 0 then
      22.000000;//condition parameter0
      0.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 2 unit of drugs
      27.000000;//parameter1
      2.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4    
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 1 then
      22.000000;//condition parameter0
     1.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 3 unit of drugs
      27.000000;//parameter1
      3.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4    
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 2 then
      22.000000;//condition parameter0
      2.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 4 unit of drugs
      27.000000;//parameter1
      4.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4    
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 3 then
      22.000000;//condition parameter0
      3.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 5 unit of drugs
      27.000000;//parameter1
      5.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 4 then
      22.000000;//condition parameter0
     4.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 2 unit of weapons
      29.000000;//parameter1
      2.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4   
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 5 then
      22.000000;//condition parameter0
      5.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 3 unit of weapons
      29.000000;//parameter1
      3.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4 
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 6 then
      22.000000;//condition parameter0
      6.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 4 unit of weapons
      29.000000;//parameter1
      4.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4  
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 7 then
      22.000000;//condition parameter0
     7.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 2 unit of slaves
      31.000000;//parameter1
      2.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4  
    end_effects;
  2;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
    38;//condition---------------------if 8 then
      22.000000;//condition parameter0
      8.000000;//condition parameter1 
    end_conditions;
    begin_effects;
    3;//effect number---------------------give 3 unit of slaves
      31.000000;//parameter1
      3.000000;//parameter2
      0.000000;//parameter3
      0.000000;//parameter4  
    end_effects;
  end_death_block;
  begin_hit_block;//
 begin_conditions;
  end_conditions;
    begin_effects;
    46;//effect number
      0.000000;//parameter1
      0.000000;//parameter2
      25000.000000;//parameter3
      -1.000000;//parameter4
    end_effects;
  end_hit_block;
  begin_timed_block;//
  300;//interval in milliseconds -----realistic combat
    begin_conditions;
    8;//condition
      2.000000;//condition parameter0
      0.000000;//condition parameter1       
    15;//condition
      150.000000;//condition parameter0
      0.000000;//condition parameter1      
    end_conditions;
    begin_effects;
    46;//effect number
      0.000000;//parameter1
      19.000000;//parameter2
      500.000000;//parameter3
      -1.000000;//parameter4
    27;//effect number
      6.000000;//parameter1
      50.000000;//parameter2
      1.300000;//parameter3
      1.700000;//parameter4 
    end_effects;
  130;//interval in milliseconds      --------secondary laser
    begin_conditions;
    14;//condition
      0.000000;//condition parameter0
      350.000000;//condition parameter1  
0//condition
      106.000000;//condition parameter0
      0.000000;//condition parameter1
0;//condition
      132.000000;//condition parameter0
      1.000000;//condition parameter1    
    end_conditions;
    begin_effects;
    24;//effect number
      54.000000;//parameter1
      1.000000;//parameter2
      1.000000;//parameter3
      0.000000;//parameter4
    end_effects;
 5000;//interval in milliseconds      --------assign random value to supplies drop bar
    begin_conditions;//  
    end_conditions;
    begin_effects;
    63;//effect number
     0.000000;//parameter1
      10.000000;//parameter2
      22.000000;//parameter3
      0.000000;//parameter4
    end_effects;
  end_timed_block;
  begin_specialties;//
  health;//description
    0;//number
    4.000000;//parameter0
    0.000000;//parameter1
    450.000000;//parameter2
    450.000000;//parameter3
shield;//description
    0;//number
    8.000000;//parameter0
    0.000000;//parameter1
    100000.000000;//parameter2
    100000.000000;//parameter3
  supplies drop counter;//description
    0;//number
    22.000000;//parameter0
    -1.000000;//parameter1
    10.000000;//parameter2
    10.000000;//parameter3
  fly;//description
    4;//number
    1.000000;//parameter0
    1.000000;//parameter1
    0.000000;//parameter2
    1.000000;//parameter3
  end_specialties;
Tank (moving);//name---------------------------------------
  50;//identifier
  4;//class
  tank.png;//texture
  1;//draw layer
  -1;//corpse item number in items.dat, -1=nothing, -2=whole corpse vanishes when dead
  0;//corpse item amount
  0;//attack type, 0=shooting attack, 1=close combat
  19;//particle to show on radar, -1=none
 7;//primary AI tactic from AI_tactic.dat
 7;//secondary AI tactic from AI_tactic.dat
  3;//footstep particle from particles.dat
  0;//die after how many seconds, 0=doesn't die
  -1;//eat item number from items.dat, -1=nothing
  2.400000;//creature size
  400.000000;//creature weight (affects pushing)
  0.500000;//maximum movement speed
  0.000000;//minimum movement speed
  9.000000;//leg animation speed
  0.200000;//turn speed
  0.200000;//inertia level (acceleration/deceleration)
  0;//hide when behind walls
  100;//weapon number
  0.000000;//weapon_x
  28.000000;//weapon_y
  2;//blood particle
  1;//bars visible when player hovers mouse on top
  1.200000;//death animation speed
  0;//creature can move from area to another
  1500.000000;//AI hear range
  750.000000;//AI see range
  4.000000;//AI see angle
  begin_footstep_sounds;//
  fighter_move.wav;//  
fighter_move.wav;// 
fighter_move.wav;// 
fighter_move.wav;//     
  end_footstep_sounds;
  begin_hit_sounds;//
  hit.wav;//sample name  
  end_hit_sounds;
  begin_die_sounds;//
  explosion1.wav;//sample name
  explosion2.wav;//sample name 
  end_die_sounds;
  begin_eat_block;//
  end_eat_block;
  begin_death_block;//
  0;//death type, 0=any death, 1=timed death, 2=killed by player
    begin_conditions;
	15;//condition              player nearer
    800.000000;//condition parameter0
    0.000000;//condition parameter1    
    end_conditions;
    begin_effects;
 36;//effect number           shake
    6.000000;//parameter1
    600.000000;//parameter2
    0.000000;//parameter3
    0.000000;//parameter4  
    end_effects;
  end_death_block;
  begin_hit_block;//
  end_hit_block;
  begin_timed_block;//
	  1000;//interval in milliseconds -----tank to tank combat
    begin_conditions;
    14;//condition
      37.000000;//condition parameter0
      350.000000;//condition parameter1       
    end_conditions;
    begin_effects;
    1;//effect number
      1000.000000;//parameter1
      -1.000000;//parameter2
     0.300000;//parameter3
      0.000000;//parameter4
    end_effects;
	  1000;//interval in milliseconds -----evasive manouvers
    begin_conditions;
	    14;//condition
      37.000000;//condition parameter0
      350.000000;//condition parameter1  
    8;//condition
      20.000000;//condition parameter0
      0.000000;//condition parameter1       
    end_conditions;
    begin_effects;
    46;//effect number
    0.000000;//parameter1
    19.000000;//parameter2
    6000.000000;//parameter3
    -1.000000;//parameter4
	1;//effect number
	4000.000000;//parameter1
    -1.000000;//parameter2
    1.200000;//parameter3
    0.000000;//parameter4
	27;//effect number  ---flash
    7.000000;//parameter1
    100.000000;//parameter2
    1.30000;//parameter3
    2.000000;//parameter4 
    end_effects;
	60;//interval in milliseconds      --------flamethrower
    begin_conditions;
    14;//condition
      -3.000000;//condition parameter0
     50.000000;//condition parameter1  
    end_conditions;
    begin_effects;
    24;//effect number
      72.000000;//parameter1
      1.000000;//parameter2
      1.000000;//parameter3
      0.000000;//parameter4
    end_effects;
  end_timed_block;
  begin_specialties;//
  health;//description
    0;//number
    4.000000;//parameter0
    0.000000;//parameter1
    1100.000000;//parameter2
    1100.000000;//parameter3
resistance to alien fighter;//description
    1;//number
   0.000000;//parameter0
    0.300000;//parameter1
    0.000000;//parameter2
    0.000000;//parameter3
  end_specialties;
Pillbox;//name---------------------------------------
  51;//identifier
  4;//class
 pillbox.png;//texture
  0;//draw layer
  -1;//corpse item number in items.dat, -1=nothing, -2=whole corpse vanishes when dead
  0;//corpse item amount
  0;//attack type, 0=shooting attack, 1=close combat
  19;//particle to show on radar, -1=none
  16;//primary AI tactic from AI_tactic.dat
  16;//secondary AI tactic from AI_tactic.dat
  3;//footstep particle from particles.dat
  0;//die after how many seconds, 0=doesn't die
  17;//eat item number from items.dat, -1=nothing
  1.300000;//creature size
  100000.000000;//creature weight (affects pushing)
  0.000000;//maximum movement speed
  0.000000;//minimum movement speed
  1.000000;//leg animation speed
  0.100000;//turn speed
  1.000000;//inertia level (acceleration/deceleration)
  0;//hide when behind walls
  72;//weapon number
  0.000000;//weapon_x
  28.000000;//weapon_y
  2;//blood particle
  1;//bars visible when player hovers mouse on top
  1.200000;//death animation speed
  0;//creature can move from area to another
  1500.000000;//AI hear range
  750.000000;//AI see range
  4.000000;//AI see angle
  begin_footstep_sounds;//
  end_footstep_sounds;
  begin_hit_sounds;//
  hit.wav;//sample name  
  end_hit_sounds;
  begin_die_sounds;//
  explosion1.wav;//sample name
  explosion2.wav;//sample name 
  end_die_sounds;
  begin_eat_block;//
  end_eat_block;
  begin_death_block;//
  end_death_block;
  begin_hit_block;//
  end_hit_block;
  begin_timed_block;//
   end_timed_block;
  begin_specialties;//
  ;//description
    0;//number
    4.000000;//parameter0
    0.000000;//parameter1
    350.000000;//parameter2
    350.000000;//parameter3
   end_specialties;
Baby Wolf;//name--------------------------------------- 
  52;//identifier
  3;//class
  wolf2.png;//texture
  1;//draw layer
